species	common_name	Species_Taxonomy_ID	lineage	div.time	evo.time	assembly_name	NCBIcode	contig_N50_bp	scaffold_N50_bp	Intact	partially_intact	uncertain_loss	lost	missing	complete_single_copy_or_duplicated	perc_complete	fragmented	missing	complete_single_copy_or_duplicated2	%_complete2	fragmented2	missing2	with_human_reference	with_mouse_reference
Okapia_johnstoni	okapi	86973	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Giraffidae; Okapia	94	0.394978	HLokaJoh2	DNA Zoo Consortium	36462	97427823	15013	1887	800	441	289	8324	0.90223282	320	582	8687	0.941578149	261	278	18277	18113
Ondatra_zibethicus	muskrat	10060	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Ondatra	89	0.496005	HLondZib1	GCA_004026605.1	73746	89093	15892	973	453	609	503	7617	0.825601561	652	957	9007	0.976262736	94	125	17801	20537
Onychomys_torridus	southern grasshopper mouse	38674	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Onychomys	89	0.502246	HLonyTor1	GCA_903995425.1	2276141	112723509	16626	277	754	604	169	8762	0.949707349	96	368	9022	0.977888576	55	149	18179	21095
Orcinus_orca	killer whale	9733	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Orcinus	94	-	HLorcOrc2	DNA Zoo Consortium	66136	110405485	16222	319	690	984	215	8778	0.951441578	113	335	9134	0.990028181	22	70	17709	17447
Oreamnos_americanus	mountain goat	34873	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Oreamnos	94	0.428828	HLoreAme1	GCA_009758055.1	24510	66616962	13253	3240	558	484	895	8160	0.884456969	400	666	8512	0.922610015	364	350	17581	17514
Oreotragus_oreotragus	klipspringer	66444	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Oreotragus	94	0.414736	HLoreOre1	GCA_006410675.1	42127	339390	13715	2427	1315	507	466	7543	0.81758075	737	946	8355	0.90559289	448	423	17998	17737
Ornithorhynchus_anatinus	platypus	9258	Mammalia; Prototheria; Monotremata; Ornithorhynchidae; Ornithorhynchus	180	1.01144	HLornAna3	GCA_004115215.1	15146802	83338043	9241	57	1072	2915	5145	7659	0.830153913	511	1056	7896	0.855842185	119	1211	10487	7492
Orycteropus_afer_afer	aardvark	1230840	Mammalia; Theria; Eutheria; Afrotheria; Tubulidentata; Orycteropodidae; Orycteropus; Orycteropus afer	102	-	HLoryAfeAfe2	DNA Zoo Consortium	11933	644001617	15256	1894	465	285	530	8660	0.938651637	179	387	8988	0.974203338	120	118	18053	17618
Orycteropus_afer_afer	aardvark	1230840	Mammalia; Theria; Eutheria; Afrotheria; Tubulidentata; Orycteropodidae; Orycteropus; Orycteropus afer	102	0.360863	oryAfe1	GCF_000298275.1	17683	7875832	15323	1881	465	349	412	8664	0.939085194	177	385	8982	0.973553002	134	110	18117	17823
Oryctolagus_cuniculus	rabbit	9986	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Oryctolagus	89	0.377135	HLoryCun3	GCA_009806435.1	506821	506821	13408	681	2439	784	1118	8021	0.869390852	261	944	8478	0.918924778	135	613	17078	17340
Oryctolagus_cuniculus	rabbit	9986	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Oryctolagus	89	0.376812	oryCun2	GCF_000003625.2	64648	35972871	13365	1575	1517	547	1426	8197	0.888467375	260	769	8538	0.925428138	197	491	17010	17277
Oryctolagus_cuniculus_cuniculus	rabbit	568996	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Oryctolagus; Oryctolagus cuniculus	89	0.374217	HLoryCunCun4	GCA_013371645.1	1879078	140390130	16079	142	1605	513	91	8799	0.953717754	112	315	9140	0.990678517	29	57	18449	18857
Oryx_dammah	scimitar-horned oryx	59534	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Hippotraginae; Oryx	94	0.409723	HLoryDam1	DNA Zoo Consortium	369170	100398400	17111	347	463	368	141	8849	0.959137221	104	273	9179	0.994905701	23	24	18493	18574
Oryx_gazella	gemsbok	9958	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Hippotraginae; Oryx	94	0.409965	HLoryGaz1	GCA_003945745.1	19498	1579191	13564	1982	1607	506	771	8428	0.913505311	304	494	8900	0.964665077	156	170	17714	17703
Osphranter_rufus	red kangaroo	9321	Mammalia; Theria; Metatheria; Diprotodontia; Macropodidae; Osphranter	160	0.815803	HLospRuf1	DNA Zoo Consortium	31685	238280994	10411	2139	677	941	4262	7962	0.862995881	361	903	7847	0.850531108	331	1048	13437	10779
Otolemur_garnettii	small-eared galago	30611	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Galagidae; Otolemur	74	0.279617	otoGar3	GCF_000181295.1	27100	13852661	15787	1685	444	261	253	8819	0.955885541	106	301	9064	0.982440928	87	75	18541	18704
Ovis_ammon	argali	30527	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis	94	0.440103	HLoviAmm1	GCA_003121645.1	151569	72289505	10121	405	439	1872	5593	5317	0.576306091	146	3763	5512	0.597442012	63	3651	11338	11284
Ovis_aries	sheep	9940	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis	94	0.416086	HLoviAri5	GCA_011170295.1	8699377	103700880	16616	83	1371	333	27	8823	0.956319098	123	280	9195	0.996639931	10	21	18698	19078
Ovis_canadensis	bighorn sheep	37174	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis	94	0.414882	HLoviCan2	GCA_004026945.1	55973	69397	15674	1432	468	394	462	7095	0.769022328	913	1218	8893	0.963906352	148	185	18128	17770
Ovis_canadensis_canadensis	bighorn sheep	112262	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis; Ovis canadensis	94	0.410972	HLoviCan1	GCA_001039535.1	8067	100190483	4981	3251	4292	1178	4728	6151	0.666702796	562	2513	6705	0.726750488	426	2095	12899	12451
Ovis_nivicola_lydekkeri	snow sheep	1867112	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis; Ovis nivicola	94	0.414883	HLoviNivLyd1	GCA_903231385.1	1765443	2011554	13707	182	3677	797	67	8638	0.936267071	193	395	9154	0.992195968	27	45	18122	18147
Ovis_orientalis	Asiatic mouflon	469796	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Caprinae; Ovis	94	0.416062	HLoviOri1	GCA_014523465.1	42163491	103690580	17699	60	372	286	13	8848	0.959028832	107	271	9204	0.997615435	7	15	18758	19220
Pachyuromys_duprasi	fat-tailed gerbil	298894	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Gerbillinae; Pachyuromys	89	-	HLpacDup1	DNA Zoo Consortium	47150	70283636	15419	1265	465	669	612	8589	0.930955994	186	451	8880	0.96249729	137	209	17602	20139
Pan_paniscus	pygmy chimpanzee	9597	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan	6.4	0.0119447	panPan3	GCF_013052645.1	16579680	68246502	18036	82	178	75	59	8796	0.953392586	135	295	9150	0.991762411	22	54	19265	19271
Pan_troglodytes	chimpanzee	9598	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Homininae; Pan	6.4	0.0119086	panTro6	GCF_002880755.1	12268567	53103722	18051	66	212	73	28	8823	0.956319098	132	271	9178	0.994797312	11	37	19321	19308
Panthera_leo	lion	9689	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera	94	0.345453	HLpanLeo1	GCA_008795835.1	286703	136051765	16973	378	656	352	71	8813	0.955235205	116	297	9166	0.99349664	26	34	18584	18778
Panthera_onca	jaguar	9690	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera	94	0.341226	HLpanOnc1	GCA_004023805.1	62836	116574	16214	1174	403	418	221	7416	0.803815305	758	1052	9032	0.978972469	96	98	18362	18315
Panthera_onca	jaguar	9690	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera	94	0.343007	HLpanOnc2	DNA Zoo Consortium	50688	132627732	14988	2180	473	464	325	8369	0.90711034	322	535	8711	0.944179493	288	227	18193	17980
Panthera_pardus	leopard	9691	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera	94	0.34024	HLpanPar1	GCF_001857705.1	20993	21701857	16946	526	529	285	144	8846	0.958812053	101	279	9183	0.995339259	25	18	18601	18801
Panthera_tigris_altaica	Amur tiger	74533	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera; Panthera tigris	94	0.339373	panTig1	GCF_000464555.1	30032	8860407	11516	3402	1368	549	1595	7937	0.860286148	477	812	8348	0.904834164	465	413	16807	16908
Panthera_uncia	snow leopard	29064	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera	94	-	HLpanUnc1	DNA Zoo Consortium	64649	141103905	15967	1370	443	320	330	8663	0.938976805	186	377	8983	0.973661392	147	96	18352	18190
Pantholops_hodgsonii	chiru	59538	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Pantholops	94	0.411337	panHod1	GCF_000400835.1	18674	2772860	13095	2658	1114	422	1141	8381	0.908411012	335	510	8808	0.954693258	260	158	17420	17411
Papio_anubis	olive baboon	9555	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Cercopithecinae; Papio	29	0.068212	HLpapAnu5	GCF_008728515.1	1464978	140274886	17235	173	598	285	139	8685	0.94136137	140	401	9048	0.980706698	32	146	18890	18683
Paradoxurus_hermaphroditus	Asian palm civet	71117	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Viverridae; Paradoxurinae; Paradoxurus	94	0.372272	HLparHer1	GCA_004024585.1	62870	71823	14507	2572	435	421	495	6835	0.740841101	1008	1383	8579	0.929872101	305	342	18050	17604
Pedetes_capensis	springhare	10023	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Anomaluromorpha; Pedetidae; Pedetes	89	0.341799	HLpedCap1	GCA_007922755.1	54009	74432	16008	1276	448	461	237	7393	0.80132235	747	1086	8962	0.971385216	123	141	18289	19048
Peponocephala_electra	melon-headed whale	103596	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Peponocephala	94	0.347873	HLpepEle1	DNA Zoo Consortium	84444	102795557	15663	800	646	1081	240	8673	0.940060698	167	386	9021	0.977780186	98	107	17589	17316
Perognathus_longimembris_pacificus	Pacific pocket mouse	214514	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Castorimorpha; Heteromyidae; Perognathinae; Perognathus; Perognathus longimembris	89	0.44797	HLperLonPac1	GCA_004363475.1	17686	24714	13078	2718	568	781	1285	6052	0.655972252	1175	1999	8164	0.884890527	405	657	16792	16709
Peromyscus_californicus_insignis	California mouse	564181	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Peromyscus; Peromyscus californicus	89	0.497027	HLperCal2	GCA_007827085.2	32644	113663737	16329	820	459	546	276	8790	0.95274225	144	292	9046	0.98048992	90	90	18146	20979
Peromyscus_crinitus	-	144753	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Peromyscus	89	0.49411	HLperCri1	DNA Zoo Consortium	138137	97468232	14298	1591	1292	652	597	8168	0.885324084	394	664	8495	0.920767396	331	400	17703	20451
Peromyscus_eremicus	cactus mouse	42410	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Peromyscus	89	0.498471	HLperEre1	GCA_902702925.1	64291	119957392	13741	1412	2040	834	403	8152	0.883589855	380	694	8511	0.922501626	309	406	17721	20626
Peromyscus_leucopus	white-footed mouse	10041	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Peromyscus	89	0.511091	HLperLeu1	GCF_004664715.1	4102727	4476954	15804	98	1619	566	343	8745	0.94786473	92	389	9052	0.981140256	21	153	18048	20952
Peromyscus_maniculatus_bairdii	prairie deer mouse	230844	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Peromyscus; Peromyscus maniculatus	89	0.512559	HLperManBai2	GCA_003704035.1	30111	115033041	16055	1011	446	490	428	8852	0.959462389	104	270	9115	0.987968784	55	56	18032	20852
Peromyscus_nasutus	northern rock mouse	97212	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Peromyscus	89	0.490996	HLperNas1	DNA Zoo Consortium	19865	98054690	13585	2591	716	603	935	8053	0.872859311	434	739	8318	0.901582484	434	474	17391	20226
Peromyscus_polionotus_subgriseus	oldfield mouse	369710	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Peromyscus; Peromyscus polionotus	89	0.512072	HLperPol1	GCA_003704135.2	13217	117603569	15841	1093	606	493	397	8845	0.958703664	105	276	9114	0.987860395	53	59	18053	20866
Petromus_typicus	dassie-rat	10183	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Petromuridae; Petromus	89	0.457871	HLpetTyp1	GCA_004026965.1	29916	35766	13784	2751	598	610	687	6246	0.676999783	1082	1898	8485	0.919683503	340	401	17597	17243
Phalanger_gymnotis	-	65615	Mammalia; Theria; Metatheria; Diprotodontia; Phalangeridae; Phalanger	160	0.80033	HLphaGym1	DNA Zoo Consortium	27735	353051754	9978	2637	686	845	4284	7671	0.831454585	469	1086	7510	0.814003902	438	1278	13512	10864
Phascolarctos_cinereus	koala	38626	Mammalia; Theria; Metatheria; Diprotodontia; Phascolarctidae; Phascolarctos	160	0.787519	HLphaCin1	GCF_002099425.1	11587828	11587828	12069	53	2276	1698	2334	8672	0.939952309	115	439	8857	0.960004336	45	324	14671	12227
Phataginus_tricuspis	Tree pangolin	358128	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Pholidota; Manidae; Phataginus	94	0.341219	HLphaTri2	DNA Zoo Consortium	110271	46351422	15413	1113	846	819	239	8542	0.925861695	210	474	8874	0.961846954	158	194	17821	17794
Philantomba_maxwellii	Maxwell's duiker	907741	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Cephalophinae; Philantomba	94	0.409793	HLphiMax1	GCA_006410695.1	11377	383899	9693	4334	2299	897	1207	6324	0.685454151	1039	1863	7109	0.770539779	974	1143	16824	16023
Phoca_largha	spotted seal	39090	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Phocidae; Phoca	94	-	HLphoLar1	DNA Zoo Consortium	55127	142074308	15613	1535	507	422	353	8612	0.933448949	215	399	8942	0.969217429	166	118	18208	17921
Phoca_vitulina	harbor seal	9720	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Phocidae; Phoca	94	0.341305	HLphoVit1	GCF_004348235.1	283887	41024070	17105	244	588	410	83	8854	0.959679168	90	282	9177	0.994688923	27	22	18528	18566
Phocoena_phocoena	harbor porpoise	9742	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Phocoenidae; Phocoena	94	0.341942	HLphoPho1	GCA_004363495.1	89111	115969	15611	805	674	1038	302	7678	0.83221331	639	909	8972	0.972469109	109	145	17562	17265
Phocoena_phocoena	harbor porpoise	9742	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Phocoenidae; Phocoena	94	0.341874	HLphoPho2	DNA Zoo Consortium	57591	97795164	14891	1444	695	1121	279	8498	0.921092564	256	472	8863	0.960654672	188	175	17482	17167
Phocoena_sinus	vaquita	42100	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Phocoenidae; Phocoena	94	0.340307	HLphoSin1	GCF_008692025.1	20218762	115469292	15913	80	1211	1164	62	8763	0.949815738	110	353	9139	0.990570128	19	68	17680	17497
Phyllostomus_discolor	pale spear-nosed bat	89673	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Phyllostomidae; Phyllostominae; Phyllostomus	94	0.423568	HLphyDis3	Bat1K published	15176516	171075004	17259	71	455	591	54	8901	0.964773466	53	272	9165	0.993388251	12	49	18316	18327
Physeter_catodon	sperm whale	9755	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Physeteridae; Physeter	94	0.331284	phyCat1	GCF_000472045.1	35257	427290	14284	1664	772	943	767	8162	0.884673748	458	606	8902	0.964881856	183	141	17238	16943
Physeter_catodon	sperm whale	9755	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Physeteridae; Physeter	94	0.331307	HLphyCat2	GCF_002837175.2	42542	122182240	15706	800	809	922	193	8527	0.924235855	248	451	8945	0.969542597	155	126	17833	17537
Piliocolobus_tephrosceles	Ugandan red Colobus	591936	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Piliocolobus	29	0.0680401	HLpilTep2	GCF_002776525.3	98446	131283114	16997	754	349	234	96	8646	0.937134186	213	367	9032	0.978972469	107	87	18949	18731
Pipistrellus_kuhlii	Kuhl's pipistrelle	59472	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Pipistrellus	94	0.447863	HLpipKuh2	Bat1K published	10239182	80237350	16995	80	497	709	149	8860	0.960329504	60	306	9142	0.990895296	16	68	18081	17983
Pipistrellus_pipistrellus	common pipistrelle	59474	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Pipistrellus	94	0.450448	HLpipPip2	GCA_903992545.1	4446752	94929986	14990	371	1025	1270	774	8273	0.896704964	114	839	8550	0.92672881	69	607	16888	16907
Pipistrellus_pipistrellus	common pipistrelle	59474	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Pipistrellus	94	0.450241	HLpipPip1	GCA_004026625.1	26707	33992	12252	3370	683	791	1334	5926	0.642315196	1216	2084	7778	0.843052244	598	850	16747	15674
Pithecia_pithecia	white-faced saki	43777	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia	43	0.108056	HLpitPit1	GCA_004026645.1	63292	83104	15546	1970	476	253	185	7181	0.778343811	882	1163	8640	0.93648385	280	306	18803	18456
Platanista_minor	Indus River dolphin	48752	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Platanistidae; Platanista	94	0.335266	HLplaMin1	GCA_004363435.1	20879	23933	13046	2703	844	904	933	5188	0.562323867	1459	2579	8575	0.929438543	293	358	17034	15992
Plecturocebus_donacophilus	Bolivian titi	230833	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Callicebinae; Plecturocebus	43	0.112155	HLpleDon1	GCA_004027715.1	41149	46445	14149	2662	746	477	396	6119	0.663234338	1199	1908	8417	0.912313028	378	431	18324	17662
Pongo_abelii	Sumatran orangutan	9601	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hominidae; Ponginae; Pongo	15.2	0.0340062	ponAbe3	GCF_002880775.1	11074009	98475126	17869	39	372	136	14	8861	0.960437893	109	256	9185	0.995556037	10	31	19221	19264
Pontoporia_blainvillei	franciscana	48723	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Pontoporiidae; Pontoporia	94	0.343227	HLponBla1	GCA_011754075.1	5888	6929	7593	5131	1511	860	3335	2767	0.299913289	1771	4688	7076	0.766962931	848	1302	14595	12430
Potos_flavus	kinkajou	29067	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Procyonidae; Potos	94	0.365079	HLpotFla1	DNA Zoo Consortium	64392	121721779	15036	2059	428	471	436	8385	0.90884457	308	533	8684	0.941252981	279	263	18106	17809
Prionailurus_bengalensis_euptilurus	Amur leopard cat	300877	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Felinae; Prionailurus; Prionailurus bengalensis	94	0.343803	HLpriBen1	GCA_005406085.1	21454	152598	16302	1060	468	370	230	7515	0.814545849	756	955	9051	0.981031866	95	80	18399	18260
Procapra_przewalskii	Przewalski's gazelle	157668	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Procapra	94	0.417081	HLproPrz1	GCA_006410515.1	10405	5522907	12561	3707	696	549	917	8331	0.902991546	319	576	8715	0.94461305	245	266	17484	17193
Procavia_capensis	Cape rock hyrax	9813	Mammalia; Theria; Eutheria; Afrotheria; Hyracoidea; Procaviidae; Procavia	102	0.425801	HLproCap3	GCA_004026925.2	38095	9071062	16124	1117	441	509	239	8686	0.941469759	144	396	9064	0.982440928	71	91	18135	17914
Procavia_capensis	Cape rock hyrax	9813	Mammalia; Theria; Eutheria; Afrotheria; Hyracoidea; Procaviidae; Procavia	102	-	HLproCap4	DNA Zoo Consortium	29499	133724184	15116	1957	536	403	418	8636	0.936050293	163	427	8993	0.974745285	126	107	18041	17822
Procyon_lotor	raccoon	9654	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Procyonidae; Procyon	94	0.384243	HLproLot1	DNA Zoo Consortium	33842	114539748	13076	3561	497	618	678	7641	0.828202905	621	964	8057	0.873292868	602	567	17661	17129
Prolemur_simus	greater bamboo lemur	1328070	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Prolemur	74	0.237276	HLproSim1	GCA_003258685.1	47757	2710671	16764	890	394	229	153	8806	0.95447648	118	302	9125	0.989052677	54	47	18740	18959
Propithecus_coquereli	Coquerel's sifaka	379532	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Indriidae; Propithecus	74	-	HLproCoq2	DNA Zoo Consortium	15309	148766566	14431	2660	771	244	324	8447	0.915564708	257	522	8701	0.943095599	269	256	18530	18637
Propithecus_coquereli	Coquerel's sifaka	379532	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Indriidae; Propithecus	74	0.233884	proCoq1	GCF_000956105.1	28129	5604909	14468	2661	764	300	237	8440	0.914805983	262	524	8671	0.939843919	295	260	18579	18723
Przewalskium_albirostris	white-lipped deer	1088058	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Cervinae; Przewalskium	94	0.408192	HLprzAlb1	GCA_006408465.1	39627	3769372	14601	2457	605	365	402	8501	0.921417732	276	449	8876	0.962063733	210	140	18260	18352
Psammomys_obesus	fat sand rat	48139	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Gerbillinae; Psammomys	89	0.520334	HLpsaObe1	GCA_002215935.2	76389	10472398	16519	316	569	642	384	8850	0.95924561	78	298	9138	0.990461739	14	74	17885	20661
Pseudocheirus_occidentalis	Western ringtail oppossum	656515	Mammalia; Theria; Metatheria; Diprotodontia; Pseudocheiridae; Pseudocheirus	160	0.819868	HLpseOcc1	DNA Zoo Consortium	24154	213462136	8287	2690	780	948	5725	7127	0.772490787	633	1466	6501	0.704639064	615	2110	11961	8995
Pseudochirops_corinnae	golden ringtail possum	65629	Mammalia; Theria; Metatheria; Diprotodontia; Pseudocheiridae; Pseudochirops	160	0.811599	HLpseCor1	DNA Zoo Consortium	26628	209248263	8876	2755	760	906	5133	7188	0.779102536	607	1431	6887	0.746477347	570	1769	12588	9668
Pseudochirops_cupreus	coppery ringtail possum	37702	Mammalia; Theria; Metatheria; Diprotodontia; Pseudocheiridae; Pseudochirops	160	0.810624	HLpseCup1	DNA Zoo Consortium	27606	425237964	9657	2532	714	949	4578	7618	0.82570995	499	1109	7339	0.795469326	471	1416	13117	10412
Pseudomys_desertor	brown desert mouse	221914	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Pseudomys	89	-	HLpseDes1	DNA Zoo Consortium	536677	103158894	10369	391	5600	1626	444	8454	0.916323434	207	565	8917	0.966507696	109	200	16768	19592
Pteronotus_parnellii	Parnell's mustached bat	59476	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Mormoopidae; Pteronotus	94	0.37422	ptePar1	GCA_000465405.1	9502	22675	7354	4853	1407	804	4012	4354	0.471927162	1427	3445	7331	0.794602211	571	1324	13983	12885
